Job Title,Institution,Is Fintech Job,financial,customer,manage,risk,technology,investment,market,bank,asset,data,capital,regulatory,business,service,lending,system,information,fintech,product,model,solution,credit,development,loan,security,analytic,process,firm,experience,operation,share,project,order,audit,api,account,ai,sales
Product Manager  Enterprise Customer Intelligence,Capital One,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Manager  Digital Product- Consumer Web & Mobile Platform,Capital One,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Full Time Branch Ambassador - Greenport Branch,Capital One,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Branch Ambassador/Customer Service- Falls Grove,Capital One,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Manager  Product Management  Card Data Science,Capital One,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Part Time Branch Ambassador - Chantilly,Capital One,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Product Manager - Commercial Card,Capital One,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Product Manager - Commercial Card,Capital One,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Digital Product Manager,Capital One,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Manager  Digital Product Management  Card Customer Experience,Capital One,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
Manager  Digital Product Management  Card Customer Experience,Capital One,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
Product Manager - Commercial Card,Capital One,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Product Manager  Mobile,Capital One,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Branch Ambassador - Brambleton,Capital One,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Product Manager  Card Controls,Capital One,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Branch Ambassador - Vienna,Capital One,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Product Manager - Rewards,Capital One,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Product Manager  Digital Commerce,Capital One,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Full Time Branch Ambassador - Manhattan South Multiple Locations,Capital One,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Sr. Manager  Digital Product Management,Capital One,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Part - Time Branch Ambassador - Central Nassau - Roslyn,Capital One,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Branch Ambassador Chalmette Area,Capital One,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Senior Associate  Digital Product Manager  Consumer Bank  Transactions,Capital One,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Part Time Branch Ambassador Mandeville/Covington Area,Capital One,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Manager  Digital Product Management,Capital One,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Sr. Associate  Digital Product Management,Capital One,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Manager  Product Management,Capital One,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Manager  Digital Product Management - Small Business,Capital One,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Manager  Product Manager - Digital Customer Experience,Capital One,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
Product Manager  Mobile,Capital One,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Sr. Associate  Product Manager- Financial Products,Capital One,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Manager  Product Management - Data Modernization,Capital One,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Manager  Digital Product Management,Capital One,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Sr. Product Manager  Voice Modernization,Capital One,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Manager  Digital Product Management - Small Business Card,Capital One,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Sr. Manager  Product Management - Small  Business,Capital One,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Product Manager  Enterprise Customer Intelligence,Capital One,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Sr. Product Manager - Commercial Credit,Capital One,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Manager  Product Management - Card Mobile Team,Capital One,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Java Developer,BNY Mellon,1,1,0,1,0,3,0,3,0,0,2,1,0,4,3,0,5,1,0,1,0,2,0,6,0,0,1,2,1,4,0,0,1,0,0,1,0,1,0
Quant Equity Trader,BNY Mellon,1,0,0,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,1,0,1,0
Jr Trader/Ops Specialist,BNY Mellon,1,0,0,2,1,0,0,0,0,0,3,0,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,2,0,0
Principal Java Developer,BNY Mellon,1,1,0,3,0,4,0,4,0,0,1,2,0,4,4,0,3,1,0,1,0,2,0,2,0,0,1,1,1,4,0,0,0,0,0,2,0,2,0
Java Developer,BNY Mellon,1,1,0,1,0,3,0,3,0,0,2,1,0,4,3,0,5,1,0,1,0,2,0,6,0,0,1,2,1,4,0,0,1,0,0,1,0,1,0
Java Developer,BNY Mellon,1,1,0,1,0,3,0,3,0,0,2,1,0,4,3,0,5,1,0,1,0,2,0,6,0,0,1,2,1,4,0,0,1,0,0,1,0,1,0
Quant Developer,BNY Mellon,1,2,0,2,0,5,0,4,0,0,3,2,0,8,3,0,2,0,0,1,0,4,0,2,0,0,1,1,1,6,0,0,0,0,0,2,0,2,0
Sr. Principal Business Process ReEngineering,BNY Mellon,1,1,0,2,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,2,1,1,0,0,0,0,0,7,3,2,1,0,3,0,0,1,0,1,0
Lead Analyst  Control,BNY Mellon,1,1,0,1,5,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,0,0,0,0,0
Principal Developer,BNY Mellon,1,1,0,0,1,1,0,0,0,1,0,0,0,1,6,0,1,0,0,2,1,0,0,4,0,0,0,0,3,3,1,0,0,0,0,0,0,3,0
Digital Delivery and Strategic Planning Specialist (Vice President),BNY Mellon,1,5,0,1,0,0,0,2,0,0,2,1,1,6,3,0,0,0,0,0,1,2,0,0,0,0,2,1,5,5,0,0,0,0,0,1,0,1,0
Principal Developer,BNY Mellon,1,1,0,3,0,4,0,4,0,0,1,2,0,4,4,0,3,1,0,1,0,2,0,2,0,0,1,1,1,4,0,0,0,0,0,2,0,2,0
Intermediate Rep  Client Service - East Syracuse  NY,BNY Mellon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,2,0
Senior Analyst  Client Service,BNY Mellon,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,2,0,1,0,0,0,1,0,0,0,1,1,5,2,0,0,0,0,0,1,0,0
Sr. Analyst  Bus Tech Liaison,BNY Mellon,1,0,0,0,2,1,0,0,0,0,0,0,1,6,0,0,2,0,0,0,0,0,0,4,0,0,0,4,1,4,1,0,0,0,0,0,0,4,0
Spec'st Project/Prgm Mgr,BNY Mellon,1,1,0,7,2,1,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,17,0,0,0,0,6,0
Rep  Shareholder Services,BNY Mellon,1,2,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,0,0,0,3,5,0
Sr Sourcer,BNY Mellon,1,2,0,3,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,1,0,2,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0
Senior Client Strategist,BNY Mellon,1,1,0,2,0,1,1,4,1,1,0,0,0,2,1,0,0,1,0,2,0,8,0,0,0,0,0,1,1,4,0,1,0,1,0,0,0,0,4
Ld Rep  Client Processing,BNY Mellon,1,1,0,3,2,2,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,2,1,0
Sr. Group Manager  Billing,BNY Mellon,1,1,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,0,1,4,1
Senior Client Strategist,BNY Mellon,1,1,0,2,0,1,1,4,1,1,0,0,0,2,1,0,0,1,0,2,0,8,0,0,0,0,0,1,1,4,0,1,0,1,0,0,0,0,4
Inter. Rep  Client Service,BNY Mellon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,2,0
SrAnalyst DataMgtQuantAnalysis,BNY Mellon,1,1,0,2,2,2,0,0,0,1,5,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0
Sr. Analyst  Client Processing,BNY Mellon,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,3,0,0,3,1,2,0,1,0,0,1,3,0,2,0,0,0,0,0,0,1,2,0
Tech Lead App Dev,BNY Mellon,1,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0
Sr. Specialist  Control,BNY Mellon,1,2,0,5,7,1,0,1,0,0,1,0,1,6,2,0,3,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,3,0,0,0,0,2,0
Inter. Rep  Corporate Actions,BNY Mellon,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,1,4,0
Inter.Rep  Reconciliation,BNY Mellon,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,1,0,0,2,2,0
Representative  Client Processing,BNY Mellon,1,0,0,0,1,1,0,1,0,0,2,0,0,1,1,0,4,2,0,2,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,4,1,0
Lead Analyst  Admin & Planning,BNY Mellon,1,1,0,9,2,0,0,0,0,0,3,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,10,0,0,0,0,0,0
Sr. Representative  Fund/Client Accounting,BNY Mellon,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,3,1,0,0,0,1,0,9,5,0
Sr. Representative  Fund/Client Accounting,BNY Mellon,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,3,1,0,0,0,1,0,9,5,0
Specialist  Fund/Client Accounting,BNY Mellon,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,7,0,0
Sr. Representative  Fund/Client Accounting,BNY Mellon,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,3,1,0,0,0,1,0,9,5,0
Group Manager  Client Service (Corporate Trust/CLO and CDO Products),BNY Mellon,1,0,0,3,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6,2,0,0,0,0,0,1,5,0
Private Banking Manager I,BNY Mellon,1,1,0,1,0,0,1,0,0,1,0,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,2,0,0,1,1,0,0,5,1
Team Lead  Middle Office,BNY Mellon,1,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,2,0
Sr. Specialist Developer,BNY Mellon,1,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0
Principal Compensation Consultant  Markets Group,BNY Mellon,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
Senior Specialist  Accounting,BNY Mellon,1,8,0,5,3,0,0,0,0,1,3,0,1,5,0,0,0,4,0,0,1,1,0,0,0,0,1,9,2,4,0,0,1,0,1,0,17,3,0
IntRep  Compl&Control (Intermediate Representative  Fraud Detection/Surveillance),BNY Mellon,1,1,0,1,2,0,0,0,0,0,3,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1,0,0,0,1,0,0,2,0
Senior Analyst  Fund / Client Accounting - Private Equity,BNY Mellon,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,6,0,0
Lead Analyst Fund/Client Accounting - Private Equity,BNY Mellon,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,7,0,0
Manager  Client Processing,BNY Mellon,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,2,3,0,0,0,0,0,1,2,0
Inter. Rep  Fund/ClientAccting,BNY Mellon,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,4,0
Specialist  Global Business Change,BNY Mellon,1,2,0,3,2,1,0,0,0,1,1,0,0,4,1,0,2,2,0,0,0,0,0,2,0,0,1,4,1,6,1,0,18,0,1,0,0,0,0
Principal  Program & Project Management,BNY Mellon,1,0,0,7,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,15,0,0,0,0,6,0
Lead Analyst  Trustee & Depositary,BNY Mellon,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0
Inter.Rep  Reconciliation,BNY Mellon,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,1,0,0,2,2,0
Analyst  Corporate Actions,BNY Mellon,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,5,0,3,0,0,0,0,0,0,2,3,0
Analyst  Corporate Actions,BNY Mellon,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,5,0,3,0,0,0,0,0,0,2,3,0
Inter. Rep  Middle Office,BNY Mellon,1,0,0,0,2,0,0,0,0,0,8,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,10,6,6,0,0,0,0,0,0,6,8,0
Analyst  Corporate Actions,BNY Mellon,1,2,0,2,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,4,0,10,0,6,0,0,0,0,0,0,4,6,0
Inter. Rep  Corporate Actions,BNY Mellon,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,1,4,0
ETF Fund Accounting Supervisor,BNY Mellon,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,5,0,0
ETF Fund Accounting Services Manager,BNY Mellon,1,2,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,7,2,0
Analyst  CashProc/FundsTrnsfr,BNY Mellon,1,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,4,4,2,1,0,0,0,0,0,0,4,0
Spec  Model Dev,BNY Mellon,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,1,0,2,0,0,1,1,1,2,0,0,3,0,0,0,1,4,0
Ld Analyst  Bus Tech Liaison,BNY Mellon,1,0,0,0,2,2,0,0,0,0,0,0,1,9,0,0,3,1,0,0,0,0,0,4,0,0,0,4,1,4,1,0,2,0,0,0,0,5,0
Sr. Rep  Client Processing,BNY Mellon,1,0,0,0,1,1,0,0,0,0,1,0,1,2,2,0,2,0,0,2,0,1,0,0,0,0,0,4,1,2,1,0,0,0,0,0,5,3,0
Inter. Rep  Middle Office-Orlando  FL,BNY Mellon,1,0,0,0,1,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,3,4,0
Lead Representative  Client Processing - UIT,BNY Mellon,1,1,0,3,1,2,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,2,1,0
Executive Manager  Strategic Planning,BNY Mellon,1,1,0,1,0,3,0,0,0,0,0,0,0,8,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,4,0
Specialist  Accounting,BNY Mellon,1,7,0,2,1,0,0,0,0,0,2,0,0,4,0,0,0,4,0,0,1,1,0,0,0,0,0,9,1,4,0,0,1,1,1,0,15,1,0
Specialist  Compliance and Control (AML),BNY Mellon,1,2,0,1,1,0,0,0,0,0,0,0,3,10,4,0,0,1,0,2,0,0,0,0,0,0,0,2,1,10,0,0,1,2,0,0,0,3,0
Senior Representative  Regulatory Administration,BNY Mellon,1,0,0,0,0,0,0,0,0,0,5,0,4,0,2,0,0,3,0,0,0,1,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,7,0
Sr.Specialist Information Security Analyst - Data Loss Protection,BNY Mellon,1,1,1,1,1,1,0,0,0,0,1,0,0,3,1,0,0,3,0,0,0,0,0,1,0,5,0,0,1,4,1,0,0,0,0,0,0,0,0
North American Hd Consult Rel,BNY Mellon,1,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
Ld Rep  Client Processing- Mutual Funds,BNY Mellon,1,1,0,3,1,2,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,2,1,0
Intermediate Representative  Client Service - Corporate Trust,BNY Mellon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,2,0
Lead Analyst  Fund/Client Accounting,BNY Mellon,1,0,0,1,0,0,0,0,0,2,5,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,7,1,4,0,0,2,0,0,0,7,2,0
Sr. Rep  Fund/Client Accounting,BNY Mellon,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,3,1,0,0,0,1,0,9,5,0
Specialist Client Implementations,BNY Mellon,1,0,0,7,1,0,0,0,3,0,0,0,0,1,4,0,0,0,0,3,0,1,0,0,0,0,0,1,1,3,0,0,5,0,0,0,1,0,0
Senior Client Strategist,BNY Mellon,1,1,0,2,0,1,1,4,1,1,0,0,0,2,1,0,0,1,0,2,0,8,0,0,0,0,0,1,1,4,0,1,0,1,0,0,0,0,4
Lead Analyst  Fund Administration,BNY Mellon,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,2,1,0
Intermediate Representative  Fund Administration,BNY Mellon,1,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,1,1,0
Lead Representative NS  Fund/Client Accounting,BNY Mellon,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,3,1,0,0,0,1,0,9,7,0
Lead Manager  Fund / Client Accounting,BNY Mellon,1,3,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,7,2,0
Lead Rep NS  Fund/Client Accting,BNY Mellon,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,3,1,0,0,0,1,0,9,7,0
Lead Analyst  Fund Administration,BNY Mellon,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,2,1,0
Analyst  Client Reporting/Perf.,BNY Mellon,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,1,0
Sr. Representative  Fund Administration,BNY Mellon,1,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,1,2,0
Clerk  Lockbox Management,BNY Mellon,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0
Group Manager  Regulatory Administration & Filings,BNY Mellon,1,3,0,2,0,0,0,0,0,0,1,0,3,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0
Group Mgr  Reg Admin/Filings,BNY Mellon,1,3,0,2,0,0,0,0,0,0,1,0,3,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0
Clerk  Lockbox Management,BNY Mellon,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0
Sr. Analyst  Client Reporting/Perf,BNY Mellon,1,0,0,1,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,4,0,0,0,3,0,0,1,6,0
Senior Representative  Fund Reporting,BNY Mellon,1,2,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,6,0
Inter. Rep  Fund/ClientAccting,BNY Mellon,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,4,0
Senior Representative  Tax Reporting Compliance,BNY Mellon,1,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0
Inter. Rep  Client Processing,BNY Mellon,1,0,0,0,1,1,0,1,0,0,1,0,1,1,2,0,2,0,0,2,0,1,0,0,0,0,0,4,0,3,1,0,0,0,0,0,6,4,0
Sr. Rep  Client Processing,BNY Mellon,1,0,0,0,1,1,0,0,0,0,1,0,1,2,2,0,2,0,0,2,0,1,0,0,0,0,0,4,0,2,1,0,0,0,0,0,5,4,0
Sr. Analyst  Client Processing,BNY Mellon,1,0,0,0,0,0,0,0,0,0,5,0,0,2,6,0,3,2,0,3,1,2,0,2,0,0,1,8,0,2,0,0,2,0,0,0,1,4,0
Lead Representative (Supervisory)  Fund/Client Accounting,BNY Mellon,1,1,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,6,1,1,0,0,1,0,13,6,0
Representative  Client Processing,BNY Mellon,1,2,1,2,0,0,2,1,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,3,1,0,0,0,2,0,0,0,0,3,0
Specialist  Marketing Automation,BNY Mellon,1,2,0,2,0,0,2,10,0,0,0,0,0,5,1,0,0,0,0,3,0,2,0,1,0,0,0,0,2,5,0,0,5,0,0,0,1,11,0
Principal IT Risk Analyst,BNY Mellon,1,1,0,1,5,1,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,1,0
